id,src_id,paper_id,paper_citation_APA,paper_doi,study_source,latitude,longitude,year,cropping_system_category,cropping_system_classification,CC_species,CC_types,cash_crop_specices,cash_crop_specices2,co2_cc,co2_cc_sd,co2_no_cc,co2_no_cc_sd,co2_n,co2_unit,tillage,residue_management,SOC_initial,SOC_initial_Unit,n2o_cc,n2o_no_cc,n2o_cc_sd,n2o_no_cc_sd,n2o_unit,FerStatus,N_fertilization,N_fertilization_unit,ch4_cc,ch4_no_cc,ch4_cc_sd,ch4_no_cc_sd,ch4_unit,duplicated_src,country,Trail/Commercial,region_state,specific_location,alt_m,soil_texture,prep,tem,dryland/non dryland,mixture_types,mixture_propotion,CC_plant_date,CC_end_date,CC.days,CC.duration,CC.aid,CC_plant_type,CC_plant_rate,CC_end_type,Plot_Area_ha,replications,nextMC_plant_date,MC_end_date,MC.days,MC _history,cash_crop_type,GHG-season,samplesize,SD,management combination,Initial_SOC,Initial_C_unit,Initial_TC,Initial_TN,Unnamed: 73,irrigation,irrigation_mm,BD,BD_unit,CEC,pH,soil_no3,soil_no3_unit,soil_nh4,soil_nh4_unit,soilTexture,TopographicalPosition,soilMoisture,soilMoisture_unite,WFPS,soilTem,cc_Dry_Biomass,ccBiomass_raw,CN_ratio,ccResidualsInput,cash_crop_season,manul checked & revised
53,74,20,"Pramanik, P., Haque, M.M., Kim, S.Y. and Kim, P.J., 2014. C and N accumulations in soil aggregates determine nitrous oxide emissions from cover crop treated rice paddy soils during fallow season. Science of the total environment, 490, pp.622-628.",https://doi.org/10.1016/j.scitotenv.2014.05.046,1,36.83,128.43,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",South Korea paddy rice system,Barley & Hairy Vetch,mixture,Rice (Flooded),PADDY/FLOODED,,,,,,,,,,,8.7,11.0,,,,yes,90,kg N ha-1,1300.0,200.0,,,,,South Korea,,,,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,75,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Vetch,legume,Corn,UPLAND/DRYLAND,3241.85,,3038.09,,,,rt,not incorporated,19.0,g/kg,0.61,0.62,,,,yes,,,-0.61,-0.76,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,76,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Barley,non-legume,Corn,UPLAND/DRYLAND,2954.2,,3038.09,,,,rt,not incorporated,19.0,g/kg,0.82,0.62,,,,yes,,,-0.59,-0.76,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,77,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Vetch,legume,Corn,UPLAND/DRYLAND,463.01,,443.02,,,,rt,not incorporated,19.0,g/kg,0.13,0.05,,,,yes,,,-0.28,-0.3,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,78,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Barley,non-legume,Corn,UPLAND/DRYLAND,582.13,,443.02,,,,rt,not incorporated,19.0,g/kg,0.08,0.05,,,,yes,,,-0.24,-0.3,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,79,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Vetch,legume,Corn,UPLAND/DRYLAND,2778.84,,2595.07,,,,rt,not incorporated,19.0,g/kg,0.48,0.57,,,,yes,,,-0.33,-0.46,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,80,44,"Guardia, G., Abalos, D., García-Marco, S., Quemada, M., Alonso-Ayuso, M., Cárdenas, L.M., Dixon, E.R., Vallejo, A., 2016. Effect of cover crops on greenhouse gas emissions in an irrigated ﬁeld under integrated soil fertility management. Biogeosciences 13, 5245–5257.",https://doi.org/10.5194/bg-13-5245-2016,1,40.05,-3.52,2014.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Barley,non-legume,Corn,UPLAND/DRYLAND,2372.07,,2595.07,,,,rt,not incorporated,19.0,g/kg,0.74,0.57,,,,yes,,,-0.35,-0.46,,,,y,Spain,,Madrid,Aranjuez,,Silty Clay Loam,350.0,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,81,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,510.0,,335.0,,,,ct,incorporated,11.0,g/kg,250.0,150.0,,,,yes,112,kg N ha⁻¹ NH₄SO₄ （20% N),,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,2006-04-29,,,,,,flail mowed,0.15,4.0,2006-06-19,,,,,,3,0.01,npk,,,,,,,,,,17.3 cmolc kg−1 ,6.0,,,,,,,,,,,,,,,,
61,82,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,430.0,,360.0,,,,ct,incorporated,11.0,g/kg,175.0,75.0,,,,no,0,,,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,,,,,,,,0.15,4.0,,,,,,,3,0.01,npk,,,,,,,,,,17.3 cmolc kg−1 ,6.0,,,,,,,,,,,,,,,,
62,83,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,350.0,,210.0,,,,ct,incorporated,11.0,g/kg,180.0,110.0,,,,yes,112,kg N ha⁻¹ NH₄SO₄ （20% N),,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,,,,,,,,0.15,4.0,,,,,,,3,0.01,npk,,,,,,,,,,17.3 cmolc kg−1 ,6.0,,,,,,,,,,,1350.0,1170-1536 kg ha−1,,,,
63,84,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,305.0,,270.0,,,,ct,incorporated,11.0,g/kg,150.0,50.0,,,,no,0,,,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,,,,,,,,0.15,4.0,,,,,,,3,0.01,npk,,,,,,,,,,17.3 cmolc kg−1 ,6.0,,,,,,,,,,,1350.0,1170-1536 kg ha−1,,,,
64,85,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,155.0,,105.0,6.65,,,ct,incorporated,11.0,g/kg,3.0,25.0,,,,yes,112,kg N ha⁻¹ NH₄SO₄ （20% N),,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,,,,,,,,0.15,4.0,,,,,,,3,0.01,npk,,,,,,,,,,,,31.650000000000002,,30.150000000000002,,,,16.65,,,23.725,,,,,,
65,86,15,"Kallenbach, C.M., Rolston, D.E., Horwath, W.R., 2010. Cover cropping affects soil N2O and CO2 emissions differently depending on type of irrigation. Agriculture, Ecosystems and Environment 137, 251–260.",https://doi.org/10.1016/j.agee.2010.02.010,1,38.54,-121.74,2006.0,Mediterranean–semiarid upland cropland,USA California tomato – Mediterranean horticulture,hairy vetch & australian winter pea,mixture,Tomato,,105.0,,100.0,6.65,,,ct,incorporated,11.0,g/kg,3.45,25.0,,,,no,0,,,,,,,y,USA,Trail,,"Russell Ranch Sustainable Agricultural Research Facility on the University of California, Davis campus",,Silt Loam,480.0,21.0,,legume,1/3,,,,,,,,,0.15,4.0,,,,,,,3,0.01,npk,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,87,39,"Mitchell, D.C., Castellano, M.J., Sawyer, J.E. and Pantoja, J., 2013. Cover crop effects on nitrous oxide emissions: role of mineralizable carbon. Soil Science Society of America Journal, 77(5), pp.1765-1773.",https://doi.org/10.2136/sssaj2013.02.0074,1,42.02,-93.77,2010.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,nt,not incorporated,,,1.0,1.5,0.15682,0.21385,kg N2O-N ha−1 Cumulative,no,0,kg N ha⁻¹ UAN，32% N,,,,,,,USA,Trail,Iowa,Iowa State University Agricultural Engineering and Agronomy Ames Research Farm in Boone County,,Loam,872.0,9.4,,,,2010-10-05,2011-05-02,,,,drill-seeded,,herbicide_glyphosate,0.009,4.0,2011-05-10,after soybean harvest,,corn–soybean rotation,,2011-4-11 to 2011-10-3,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,88,39,"Mitchell, D.C., Castellano, M.J., Sawyer, J.E. and Pantoja, J., 2013. Cover crop effects on nitrous oxide emissions: role of mineralizable carbon. Soil Science Society of America Journal, 77(5), pp.1765-1773.",https://doi.org/10.2136/sssaj2013.02.0074,1,42.02,-93.77,2010.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,nt,,,,5.0,3.0,1.35438,0.91245,kg N2O-N ha−1 Cumulative,yes,135,kg N ha⁻¹,,,,,,,USA,Trail,Iowa,Iowa State University Agricultural Engineering and Agronomy Ames Research Farm in Boone County,,Loam,872.0,9.4,,,,2010-10-05,2011-05-02,,,,drill-seeded,,herbicide_glyphosate,0.009,4.0,2011-05-10,after soybean harvest,,corn–soybean rotation,,2011-4-11 to 2011-10-3,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,90,23,"Negassa, W., Price, R.F., Basir, A., Snapp, S.S. and Kravchenko, A., 2015. Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions. Soil and tillage research, 154, pp.64-74.",https://doi.org/10.1016/j.still.2015.06.015,1,42.4,-85.4,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn & Soybean,,155.0,,137.0,,,mg/m2/hr,ct,incorporated,19.0,g/kg,0.19,0.21,,,mg/m2/hr,yes,168,kg N ha-1,,,,,,y,USA,Trail,Michigan,"Michigan, Kellogg Biological Station (KBS) and Mason Research Farm (Mason)",280.0,Loam,1000.0,11.5,,,,2011-11-07,2012-05-02,,,,grain drill,112 kg ha−1 seeds rate,herbicide_glyphosate,0.001,2.0,2012-05-25,,,,,summer season,3,0.01,slope,,,,,,,,1.09 g cm–3,,,6.4,,,,,,,,,,,,,,,,
70,91,23,"Negassa, W., Price, R.F., Basir, A., Snapp, S.S. and Kravchenko, A., 2015. Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions. Soil and tillage research, 154, pp.64-74.",https://doi.org/10.1016/j.still.2015.06.015,1,42.4,-85.4,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn & Soybean,,97.0,,75.0,,,mg/m2/hr,ct,incorporated,,,0.18,0.19,,,mg/m2/hr,yes,168,kg N ha-1,,,,,,y,USA,Trail,Michigan,"Michigan, Kellogg Biological Station (KBS) and Mason Research Farm (Mason)",280.0,Loam,1000.0,11.5,,,,2012-11-05,2012-05-11,,,,grain drill,112 kg ha−1 seeds rate,herbicide_glyphosate,0.001,2.0,2013-05-18,,,,,summer season,3,0.01,slope,,,,,,,,1.09 g cm–3,,,6.4,,,,,,,,,,,,,,,,
71,92,23,"Negassa, W., Price, R.F., Basir, A., Snapp, S.S. and Kravchenko, A., 2015. Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions. Soil and tillage research, 154, pp.64-74.",https://doi.org/10.1016/j.still.2015.06.015,1,42.4,-85.4,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn & Soybean,,103.0,,100.0,,,mg/m2/hr,ct,incorporated,,,0.17,0.16,,,mg/m2/hr,yes,168,kg N ha-1,,,,,,y,USA,Trail,Michigan,"Michigan, Kellogg Biological Station (KBS) and Mason Research Farm (Mason)",280.0,Loam,1000.0,11.5,,,,2011-11-07,2012-05-02,,,,grain drill,112 kg ha−1 seeds rate,herbicide_glyphosate,0.001,2.0,2012-05-25,,,,,summer season,3,0.01,slope,,,,,,,,1.09 g cm–3,,,6.4,,,,,,,,,,,,,,,,
75,96,18,"Forte, A., Fagnano, M., Fierro, A., 2017. Potential role of compost and green manure amendment to mitigate soil GHGs emissions in Mediterranean drip irrigated maize production systems. Journal of Environmental Management 192, 68-78.",https://doi.org/10.1016/j.jenvman.2017.01.037,1,40.62,14.97,,Mediterranean–semiarid upland cropland,Italy Mediterranean arable/horticulture,Hairy Vetch,legume,Corn,,4.1,,3.7,,,,ct,incorporated,,,5.1,7.1,,,,yes,130,kg N ha-1,,,,,,,Italy,,Campina,,,Sandy Clay Loam,,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,97,18,"Forte, A., Fagnano, M., Fierro, A., 2017. Potential role of compost and green manure amendment to mitigate soil GHGs emissions in Mediterranean drip irrigated maize production systems. Journal of Environmental Management 192, 68-78.",https://doi.org/10.1016/j.jenvman.2017.01.037,1,40.62,14.97,,Mediterranean–semiarid upland cropland,Italy Mediterranean arable/horticulture,Hairy Vetch,legume,Corn,,0.8,,0.75,,,,ct,incorporated,,,0.3,0.25,,,,yes,130,kg N ha-1,,,,,,,Italy,,Campina,,,Sandy Clay Loam,,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,98,18,"Forte, A., Fagnano, M., Fierro, A., 2017. Potential role of compost and green manure amendment to mitigate soil GHGs emissions in Mediterranean drip irrigated maize production systems. Journal of Environmental Management 192, 68-78.",https://doi.org/10.1016/j.jenvman.2017.01.037,1,40.62,14.97,,Mediterranean–semiarid upland cropland,Italy Mediterranean arable/horticulture,Hairy Vetch,legume,Corn,,2.15,,2.2,,,,ct,incorporated,,,0.08,0.25,,,,yes,130,kg N ha-1,,,,,,,Italy,,Campina,,,Sandy Clay Loam,,,dryland,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,13,7,"Robertson GP, Paul EA, Harwood RR (2000) Greenhouse gases in intensive agriculture: contributions of individual gases to the radiative forcing of the atmosphere. Science 289:1922.",https://doi: 10.1126/science.289.5486.1922,2,42.4,-85.4,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Winter Legume cc after W and M phase,legume,S-W-M,,,,,,,,,,,,1.1753,1.27385,0.16425,0.1606,,no,,,,,,,,,USA,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,16,25,"Kaharabata, S.K., Drury, C.F., Priesack, E., Desjardins, R.L., McKenney, D.J., Tan, C.S. and Reynolds, D., 2003. Comparing measured and Expert-N predicted N2O emissions from conventional till and no till corn treatments. Nutrient Cycling in Agroecosystems, 66(2), pp.107-118.",https://doi.org/10.1023/A:1023978830307,2,43.6843,-80.423,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,Red Clover,legume,Corn,,,,,,,,,,,,1.29,1.07,,,,yes,,,,,,,,,Canada,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,17,25,"Kaharabata, S.K., Drury, C.F., Priesack, E., Desjardins, R.L., McKenney, D.J., Tan, C.S. and Reynolds, D., 2003. Comparing measured and Expert-N predicted N2O emissions from conventional till and no till corn treatments. Nutrient Cycling in Agroecosystems, 66(2), pp.107-118.",https://doi.org/10.1023/A:1023978830307,2,43.6843,-80.423,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,Red Clover,legume,Corn,,,,,,,,,,,,0.96,1.04,,,,yes,,,,,,,,,Canada,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,22,34,"Iqbal, J., Mitchell, D.C., Barker, D.W., Miguez, F., Sawyer, J.E., Pantoja, J. and Castellano, M.J., 2015. Does nitrogen fertilizer application rate to corn affect nitrous oxide emissions from the rotated soybean crop?. Journal of environmental quality, 44(3), pp.711-719.",https://doi.org/10.2134/jeq2014.09.0378,2,42.02,-93.77,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,,,,,0.08943,0.0874,,,,,,,,,,,,"y (2,3)",USA,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,23,34,"Iqbal, J., Mitchell, D.C., Barker, D.W., Miguez, F., Sawyer, J.E., Pantoja, J. and Castellano, M.J., 2015. Does nitrogen fertilizer application rate to corn affect nitrous oxide emissions from the rotated soybean crop?. Journal of environmental quality, 44(3), pp.711-719.",https://doi.org/10.2134/jeq2014.09.0378,2,42.02,-93.77,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,,,,,0.32317,0.33028,,,,,,,,,,,,"y (2,3)",USA,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,24,34,"Iqbal, J., Mitchell, D.C., Barker, D.W., Miguez, F., Sawyer, J.E., Pantoja, J. and Castellano, M.J., 2015. Does nitrogen fertilizer application rate to corn affect nitrous oxide emissions from the rotated soybean crop?. Journal of environmental quality, 44(3), pp.711-719.",https://doi.org/10.2134/jeq2014.09.0378,2,42.02,-93.77,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,,,,,0.39126,0.36789,,,,,,,,,,,,"y (2,3)",USA,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,25,34,"Iqbal, J., Mitchell, D.C., Barker, D.W., Miguez, F., Sawyer, J.E., Pantoja, J. and Castellano, M.J., 2015. Does nitrogen fertilizer application rate to corn affect nitrous oxide emissions from the rotated soybean crop?. Journal of environmental quality, 44(3), pp.711-719.",https://doi.org/10.2134/jeq2014.09.0378,2,42.02,-93.77,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Soybean,,,,,,,,,,,,0.08107,0.08683,,,,no,,,,,,,,"y (2,3)",USA,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,27,34,"Iqbal, J., Mitchell, D.C., Barker, D.W., Miguez, F., Sawyer, J.E., Pantoja, J. and Castellano, M.J., 2015. Does nitrogen fertilizer application rate to corn affect nitrous oxide emissions from the rotated soybean crop?. Journal of environmental quality, 44(3), pp.711-719.",https://doi.org/10.2134/jeq2014.09.0378,2,42.02,-93.77,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Soybean,,,,,,,,,,,,0.109,0.1152,,,,no,,,,,,,,"y (2,3)",USA,,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,454,30,"Fronning, B.E., Thelen, K.D. and Min, D.H., 2008. Use of manure, compost, and cover crops to supplant crop residue carbon in corn stover removed cropping systems. Agronomy journal, 100(6), pp.1703-1710.",https://doi.org/10.2134/agronj2008.0052,2,42.43,-84.28,2003.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Soybean,,,,,,,,,,,,6.94,5.41,2.74,0.66,,no,,,,,,,,y,USA,,Michigan,,,,,,,,,,,,,,,,,,,,2010-05-18 00:00:00,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,455,30,"Fronning, B.E., Thelen, K.D. and Min, D.H., 2008. Use of manure, compost, and cover crops to supplant crop residue carbon in corn stover removed cropping systems. Agronomy journal, 100(6), pp.1703-1710.",https://doi.org/10.2134/agronj2008.0052,2,42.43,-84.28,2003.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Soybean,,,,,,,,,,,,12.5,9.99,1.39,3.28,,no,,,,,,,,y,USA,,Michigan,,,,,,,,,,,,,,,,,,,,2011-05-18 00:00:00,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,456,30,"Fronning, B.E., Thelen, K.D. and Min, D.H., 2008. Use of manure, compost, and cover crops to supplant crop residue carbon in corn stover removed cropping systems. Agronomy journal, 100(6), pp.1703-1710.",https://doi.org/10.2134/agronj2008.0052,2,42.43,-84.28,2003.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,,,,,4.01,3.33,2.6,0.75,,yes,,,,,,,,y,USA,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,457,30,"Fronning, B.E., Thelen, K.D. and Min, D.H., 2008. Use of manure, compost, and cover crops to supplant crop residue carbon in corn stover removed cropping systems. Agronomy journal, 100(6), pp.1703-1710.",https://doi.org/10.2134/agronj2008.0052,2,42.43,-84.28,2003.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye,non-legume,Corn,,,,,,,,,,,,2.3,2.41,0.91,1.04,,yes,,,,,,,,y,USA,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,41,42,"Drury, C.F., Reynolds, W.D., Tan, C.S., McLaughlin, N.B., Yang, X.M., Calder, W., Oloya, T.O. and Yang, J.Y., 2014. Impacts of 49–51 years of fertilization and crop rotation on growing season nitrous oxide emissions, nitrogen uptake and corn yields. Canadian Journal of Soil Science, 94(3), pp.421-433.",https://doi.org/10.4141/cjss2013-101,2,43.6843,-80.423,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,Alfalfa,legume,Corn,,,,,,,,,,,,0.514,2.95,0.07,0.56,,no,,,,,,,,,Canada,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,42,42,"Drury, C.F., Reynolds, W.D., Tan, C.S., McLaughlin, N.B., Yang, X.M., Calder, W., Oloya, T.O. and Yang, J.Y., 2014. Impacts of 49–51 years of fertilization and crop rotation on growing season nitrous oxide emissions, nitrogen uptake and corn yields. Canadian Journal of Soil Science, 94(3), pp.421-433.",https://doi.org/10.4141/cjss2013-101,2,43.6843,-80.423,,Temperate upland annual cropland,Canada – Northern European/Canadian temperate arable,Alfalfa,legume,Corn,,,,,,,,,,,,7.36,6.46,1.41,0.98,,yes,,,,,,,,,Canada,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
